time,TRCU,QRCU,PS_1_kW,PS_2_kW,PS_3_kW,PS_4_kW,PS_5_kW,PS_6_kW,PS_7_kW,PS_8_kW,PS_9_kW,PS_10_kW,TI_1_C,TI_2_C,TI_3_C,TI_4_C,TI_5_C,TI_6_C,TI_7_C,TI_8_C,TI_9_C,TI_10_C,TS_1_C,TS_2_C,TS_3_C,TS_4_C,TS_5_C,TS_6_C,TS_7_C,TS_8_C,TS_9_C,TS_10_C,TO_1_C,TO_2_C,TO_3_C,TO_4_C,TO_5_C,TO_6_C,TO_7_C,TO_8_C,TO_9_C,TO_10_C
2025-09-17 10:00:00,25.46167424955502,0.1053412500945795,0.124133019558281,0.1147201112563165,0.1272531583706452,0.1285839530147385,0.1083427536794231,0.1128847434519637,0.122894882822171,0.1197863018535949,0.1218823918974699,0.1160286925069849,21.694483482245516,22.455067058344518,23.01609105198335,23.69215545738722,23.973944823455845,24.086310122329202,24.60580323847109,24.849981162526486,25.719809379965188,26.310914913456244,26.92129515643434,27.305876641144586,28.591670795445005,29.268729991903562,28.751033720838628,29.610925469623915,30.307779957835937,30.324763720118884,31.167146880388305,31.674650694101036,31.543561074667387,32.628228883720126,34.03052234037683,34.681718362331424,35.163620361031604,35.30678373762181,35.776541743822726,36.210766197286105,36.74698805876652,37.48491600259253
2025-09-17 10:01:00,25.529082373545933,0.1051874999026964,0.1296211925988422,0.128909950322805,0.1239276216577309,0.1313560952235786,0.1267379721705667,0.1174503595346197,0.1260466622633799,0.1167532285689994,0.1296145588839533,0.1231159253978986,21.534844431484302,22.236258836369583,23.18956764815027,23.499889854031693,23.839569248793573,24.162383959188453,24.630336998691718,25.048630162305447,25.649951726508494,26.383026950555365,26.873769347597328,27.32656435011927,28.546073034869114,29.496057916850933,29.019362312323494,29.784978038121434,30.13598741042767,30.291053636530886,31.298957559461975,31.809101789917325,31.51258630315416,33.176842899299345,34.22010730455564,34.81205341575392,34.95365648691972,35.53396803138985,35.815776950567034,36.3360016782477,36.47496961513062,37.49179077736462
2025-09-17 10:02:00,25.34122768001897,0.1076753059136354,0.1236327604266774,0.1201602901606667,0.1334845863422125,0.1238450905970126,0.1219285022163525,0.1224618621180766,0.1286529612703677,0.1274849054220428,0.1278159252526662,0.1279425439925494,21.88382092614666,22.277436015572484,22.929350037988435,23.40100336710483,23.996215335504363,24.38454983566982,24.53339850221048,24.867790081106456,25.46436965241541,26.415992718277888,26.933559182839637,27.599291038131113,28.58066736420539,29.31915868759958,29.003225425369,29.288049714956067,30.089502393184816,30.630422261264986,31.15051714356566,31.512572566118674,32.08357859090573,33.03447767197955,33.75229605090186,34.766064990362466,35.24531729915625,35.4168017319225,35.687587994410734,35.972497248350734,36.94584738711942,37.35694325753091
2025-09-17 10:03:00,25.27243792345997,0.1084067359229219,0.1413716982272197,0.1235352599064341,0.1227944659176257,0.1206837559233913,0.1306920209791549,0.1342829710701727,0.1255825328175423,0.1204990696823887,0.1206087965112877,0.1309343145358993,21.674061911696608,22.419871408275956,22.90635999125586,23.55789347480202,23.92132129348915,24.24800728127104,24.68120493755094,25.027352884967037,25.689878869229883,26.328540660527516,26.591152341535434,27.670417345113165,28.665038956743988,29.241135153092127,28.98784413535762,29.260065532345813,30.342505188135295,30.37100740194556,31.320026657157346,31.72222952246252,31.816660028124282,33.025192760397424,34.1515523768523,34.38366709933822,34.86752562244013,34.99166345110935,35.65021005402539,35.800577265246574,36.57328157797263,37.669357332251785
2025-09-17 10:04:00,25.316058900249224,0.1086258389790867,0.1330243065413213,0.1316236072210336,0.1231629593918764,0.1294466566043643,0.1286383280068823,0.1293523475200003,0.1339215287885346,0.12938669618432,0.1325739222844005,0.1282945808293195,21.60594169581959,22.433091501905956,22.787613074370814,23.475118593888418,23.83326252397412,24.119372314525187,24.509219283174712,25.218054749335995,25.45816716741511,26.463645553292903,27.038958049470438,27.459205111157388,28.80657170771262,29.44611064086062,29.122436560029964,29.53385186707082,30.094113308291213,30.71728054631939,30.9788758802322,31.715127911646896,31.805815636520467,33.069252062240594,33.91589398976178,34.817564596376414,35.22461058586282,35.26082241342137,35.609940658294654,36.23298710823198,36.72886697402703,37.25768928272322
2025-09-17 10:05:00,24.84786762238984,0.110890724817937,0.1312707690537004,0.1336659508437403,0.1190468425238809,0.1270092347483694,0.125954324682821,0.1247747883251671,0.1273209375042838,0.1397115224415113,0.1231861154530178,0.1360248817450109,21.31014332027372,22.28816551353231,23.030599407114916,23.611002626045906,24.010502409086968,24.334206077041674,24.498181860021447,24.92446078375115,25.71673821695767,26.28970815137194,26.82676113456631,27.481067049302453,28.614165911398082,29.38545862978581,29.003616512311723,29.244368817877728,30.130473758647078,30.264880542628937,30.854758563629247,31.735012763398828,32.065247792911315,32.806073533204675,34.25826418530432,34.88796150132533,35.1875620675769,35.430655721343534,35.60186455776926,36.15994321896789,36.5760359660838,37.58419566840143
2025-09-17 10:06:00,25.25348217055537,0.113122187098813,0.1188723874411879,0.1283082806325981,0.1317917472982335,0.1347560321620134,0.1356310619010485,0.136205906488898,0.1282114003367594,0.1274160132938465,0.1366583070112986,0.1293133455683272,21.371220837515402,22.168405185929654,22.868268604448925,23.59764338795008,23.925182282528624,24.31877679487185,24.486402723908235,25.017594506312342,25.681880393864198,26.272001819146148,26.897710754588108,27.49970564261661,28.76366241433521,29.04835833080628,28.824790360906047,29.77768991101546,29.971959601696994,30.521591497253965,31.011875784746707,31.726432676185556,32.108511053980926,32.910634348986804,33.85252302331398,34.44426863721223,34.916690423167985,35.033530090368,35.789636766777846,36.38602133710443,36.93525738867027,37.21186479654814
2025-09-17 10:07:00,25.07590888778885,0.1124247645166732,0.1231044983239029,0.124101292089244,0.1255981365852571,0.1355144277956447,0.1330312827397623,0.1368677000657427,0.1290435340629126,0.1331440804248053,0.1364134353450397,0.1298688768092267,21.631090071649705,22.23910937687018,22.951728370364403,23.465808592242265,23.724442475279684,24.288249863879525,24.480080269828306,24.995687670459986,25.660153833604983,26.385383476508675,26.729540122944133,27.504932109493872,28.699102925879764,29.271003217900738,28.871417082140063,29.52182782511729,29.947133095852163,30.494087498901585,31.50888916435212,31.917007272984723,32.07909511498828,33.307416927676634,33.88439957516439,34.703431219487136,34.728006362232286,35.45255638625162,35.4309590630878,36.06416543227018,36.33795101553844,37.645653339168966
2025-09-17 10:08:00,24.994228356274306,0.1135558523476046,0.1365860526690243,0.1287551444186558,0.1308472490801669,0.1307164607481341,0.1250177484869991,0.1367974333716214,0.1301028096247033,0.1334760848372162,0.1367538526184638,0.136514344238332,21.66238155236201,22.323625445353763,22.942691700542543,23.511111544706054,23.650718257024334,23.998137120898225,24.352085679005555,24.844226528510614,25.648007968777613,26.182581941800173,26.9322804363193,27.407859841639752,28.38777391423173,29.139903724562345,29.221361828507575,29.363198283474695,30.024153100983945,30.40511777123086,30.9556094891696,31.530466455112677,32.13902671576238,32.86635968534889,33.74837705503003,34.25193712484713,35.076302265578185,35.28289036579998,35.333467126505134,36.114842179950315,36.56019752360328,37.3219345025444
2025-09-17 10:09:00,25.081463602436887,0.1136292755274299,0.1393694297555168,0.1340223356011413,0.1317486458083982,0.1341537065163625,0.1229003929550011,0.1245819466857457,0.1254528367062264,0.1277310061994969,0.1375101535797714,0.1283733806051868,21.505849402910183,22.533282512698086,22.95274685168995,23.633696611612077,23.763775770116556,24.18438835808154,24.407987312622126,24.94295859126575,25.714088055387705,26.05930573662533,26.81695714236796,27.28697151810012,28.567434021315425,29.22106803002532,29.10729693216734,29.446842841919107,30.10225512052447,30.519507227179794,31.09361048676164,31.672743700026846,31.82320969954895,33.23725656547784,34.09634896006317,34.657136521057424,35.253405976086185,35.16702676137895,35.65014502912015,36.053702894785175,36.55622429827646,37.62417336146493
